ts_code,trade_date,pe_ttm,pb,ps_ttm,close,total_mv
300274.SZ,20240529,14.9371,5.0267,2.0723,100.86,14979232.8246
300274.SZ,20240530,14.9134,5.0187,2.069,100.7,14955470.4089
300274.SZ,20240531,14.6157,4.9186,2.0277,98.69,14656955.0611
300274.SZ,20240603,14.6335,4.9245,2.0302,98.81,14674776.8729
300274.SZ,20240604,15.2747,5.1403,2.1191,103.14,15317847.249
300274.SZ,20240605,15.1948,5.1134,2.108,102.6,15237649.0958
300274.SZ,20240606,14.7949,4.9789,2.0526,99.9,14836658.3302
300274.SZ,20240607,14.4572,4.8652,2.0057,97.62,14498043.9058
300274.SZ,20240611,14.5357,4.8917,2.0166,98.15,14576756.908
300274.SZ,20240612,14.3388,4.8254,1.9893,96.82,14379231.8271
300274.SZ,20240613,14.2318,5.0288,1.9744,68.84,14271987.4428
300274.SZ,20240614,13.7666,4.8644,1.9099,66.59,13805514.8724
300274.SZ,20240617,14.0457,4.963,1.9486,67.94,14085398.4147
300274.SZ,20240618,14.3786,5.0807,1.9948,69.55,14419185.4539
300274.SZ,20240619,14.1388,4.9959,1.9615,68.39,14178692.9287
300274.SZ,20240620,14.0395,4.9609,1.9478,67.91,14079178.7804
300274.SZ,20240621,13.9548,4.9309,1.936,67.5,13994177.112
300274.SZ,20240624,13.9858,4.9419,1.9403,67.65,14025275.2834
300274.SZ,20240625,13.2436,4.6796,1.8373,64.06,13280992.3821
300274.SZ,20240626,13.2684,4.6884,1.8408,64.18,13305870.9192
300274.SZ,20240627,13.103,4.6299,1.8178,63.38,13140014.0053
300274.SZ,20240628,12.8239,4.5313,1.7791,62.03,12860130.4631
300274.SZ,20240701,13.0555,4.6131,1.8112,63.15,13092330.1426
300274.SZ,20240702,12.4704,4.4064,1.7301,60.32,12505611.3096
300274.SZ,20240703,12.4146,4.3867,1.7223,60.05,12449634.6011
300274.SZ,20240704,12.2223,4.3187,1.6957,59.12,12256825.9387
300274.SZ,20240705,12.611,4.4561,1.7496,61.0,12646589.6864
300274.SZ,20240708,12.0218,4.2479,1.6678,58.15,12055724.4306
300274.SZ,20240709,12.0487,4.2574,1.6716,58.28,12082676.1791
300274.SZ,20240710,11.9019,4.2055,1.6512,57.57,11935478.168
300274.SZ,20240711,12.367,4.3699,1.7157,59.82,12401950.7384
300274.SZ,20240712,12.8405,4.5372,1.7814,62.11,12876716.1545
300274.SZ,20240715,13.2333,4.676,1.8359,64.01,13270626.325
300274.SZ,20240716,14.5357,5.1362,2.0166,70.31,14576749.5221
300274.SZ,20240717,14.5336,5.1354,2.0163,70.3,14574676.3107
300274.SZ,20240718,14.7611,5.2158,2.0479,71.4,14802729.5674
300274.SZ,20240719,14.9471,5.2815,2.0737,72.3,14989318.5955
300274.SZ,20240722,15.3234,5.4145,2.1259,74.12,15366643.0747
300274.SZ,20240723,14.8438,5.245,2.0593,71.8,14885658.0243
300274.SZ,20240724,14.6742,5.1851,2.0358,70.98,14715654.6876
300274.SZ,20240725,14.6928,5.1917,2.0384,71.07,14734313.5904
300274.SZ,20240726,14.544,5.1391,2.0177,70.35,14585042.3678
300274.SZ,20240729,14.1925,5.0149,1.969,68.65,14232596.4258
300274.SZ,20240730,14.0685,4.9711,1.9518,68.05,14108203.7403
300274.SZ,20240731,14.2297,5.0281,1.9741,68.83,14269914.2314
300274.SZ,20240801,14.0375,4.9601,1.9475,67.9,14077105.569
300274.SZ,20240802,13.748,4.8579,1.9073,66.5,13786855.9696
300274.SZ,20240805,13.8866,4.9068,1.9265,67.17,13925761.135
300274.SZ,20240806,14.6536,5.1778,2.0329,70.88,14694922.5733
300274.SZ,20240807,14.6763,5.1858,2.0361,70.99,14717727.899
300274.SZ,20240808,14.5336,5.1354,2.0163,70.3,14574676.3107
300274.SZ,20240809,14.4303,5.0989,2.002,69.8,14471015.7395
300274.SZ,20240812,14.2029,5.0186,1.9704,68.7,14242962.4829
300274.SZ,20240813,14.5336,5.1354,2.0163,70.3,14574676.3107
300274.SZ,20240814,14.1388,4.9959,1.9615,68.39,14178692.9287
300274.SZ,20240815,14.1987,5.0171,1.9698,68.68,14238816.06
300274.SZ,20240816,14.1636,5.0047,1.965,68.51,14203571.4658
300274.SZ,20240819,13.961,4.9331,1.9369,67.53,14000396.7463
300274.SZ,20240820,14.0375,4.9601,1.9475,67.9,14077105.569
300274.SZ,20240821,13.7439,4.8564,1.9067,66.48,13782709.5468
300274.SZ,20240822,13.7708,4.8659,1.9105,66.61,13809661.2953
300274.SZ,20240823,14.083,4.9762,1.9538,68.12,14122716.2203
300274.SZ,20240826,14.7453,4.7143,1.9841,71.44,14811022.4131
300274.SZ,20240827,14.6896,4.6965,1.9766,71.17,14755045.7046
300274.SZ,20240828,14.6999,4.6998,1.978,71.22,14765411.7617
300274.SZ,20240829,15.6349,4.9987,2.1038,75.75,15704576.5368
300274.SZ,20240830,15.8929,5.0812,2.1385,77.0,15963727.9648
300274.SZ,20240902,15.6824,5.0139,2.1102,75.98,15752260.3996
300274.SZ,20240903,15.6865,5.0152,2.1108,76.0,15756406.8224
300274.SZ,20240904,15.6824,5.0139,2.1102,75.98,15752260.3996
300274.SZ,20240905,15.8805,5.0772,2.1369,76.94,15951288.6963
300274.SZ,20240906,15.6143,4.9921,2.101,75.65,15683844.4226
300274.SZ,20240909,15.6844,5.0145,2.1105,75.99,15754333.611
300274.SZ,20240910,15.6865,5.0152,2.1108,76.0,15756406.8224
300274.SZ,20240911,16.4584,5.262,2.2146,79.74,16531787.895
300274.SZ,20240912,16.3057,5.2132,2.1941,79.0,16378370.2496
300274.SZ,20240913,16.1241,5.1551,2.1696,78.12,16195927.6443
300274.SZ,20240918,16.2582,5.198,2.1877,78.77,16330686.3868
300274.SZ,20240919,16.1777,5.1723,2.1769,78.38,16249831.1413
300274.SZ,20240920,16.2644,5.2,2.1885,78.8,16336906.0211
300274.SZ,20240923,15.8475,5.0667,2.1324,76.78,15918117.3135
300274.SZ,20240924,15.7381,5.0317,2.1177,76.25,15808237.108
300274.SZ,20240925,15.9218,5.0904,2.1424,77.14,15992752.9247
300274.SZ,20240926,16.0209,5.1221,2.1557,77.62,16092267.0731
300274.SZ,20240927,17.5854,5.6223,2.3663,85.2,17663761.3325
300274.SZ,20240930,20.5535,6.5712,2.7656,99.58,20645039.3602
300274.SZ,20241008,24.601,7.8653,3.3103,119.19,24710606.9627
300274.SZ,20241009,20.4564,6.5402,2.7526,99.11,20547598.4233
300274.SZ,20241010,20.9394,6.6946,2.8176,101.45,21032729.8965
300274.SZ,20241011,19.9797,6.3878,2.6884,96.8,20068686.5843
300274.SZ,20241014,19.9693,6.3845,2.687,96.75,20058320.5272
300274.SZ,20241015,19.0818,6.1007,2.5676,92.45,19166839.6149
300274.SZ,20241016,18.2459,5.8335,2.4551,88.4,18327188.9882
300274.SZ,20241017,17.8661,5.7121,2.404,86.56,17945718.0861
300274.SZ,20241018,19.5049,6.236,2.6246,94.5,19591847.9568
300274.SZ,20241021,19.4409,6.2156,2.6159,94.19,19527578.4027
300274.SZ,20241022,19.4017,6.203,2.6107,94.0,19488187.3856
300274.SZ,20241023,20.3099,6.4934,2.7329,98.4,20400400.4122
300274.SZ,20241024,18.9889,6.071,2.5551,92.0,19073545.1008
300274.SZ,20241025,19.6721,6.2895,2.6471,95.31,19759778.0821
300274.SZ,20241028,19.3481,6.1859,2.6034,93.74,19434283.8886
300274.SZ,20241029,18.6793,5.9721,2.5135,90.5,18762563.3872
300274.SZ,20241030,18.8465,6.0255,2.536,91.31,18930493.5125
300274.SZ,20241031,18.7041,5.98,2.5168,90.62,18787441.9243
300274.SZ,20241101,18.6282,5.3528,2.4129,88.2,18285724.7597
300274.SZ,20241104,18.8289,5.4105,2.4389,89.15,18482679.845
300274.SZ,20241105,19.5786,5.6259,2.536,92.7,19218669.9005
300274.SZ,20241106,19.8786,5.7121,2.5749,94.12,19513065.9227
300274.SZ,20241107,19.1752,5.51,2.4838,90.79,18822686.5185
300274.SZ,20241108,18.4487,5.3012,2.3897,87.35,18109501.7886
300274.SZ,20241111,18.7064,5.3753,2.4231,88.57,18362433.5824
300274.SZ,20241112,18.51,5.3188,2.3976,87.64,18169624.9199
300274.SZ,20241113,18.9387,5.442,2.4532,89.67,18590486.839
300274.SZ,20241114,18.8584,5.419,2.4428,89.29,18511704.8049
300274.SZ,20241115,18.1087,5.2035,2.3456,85.74,17775714.7494
300274.SZ,20241118,17.1456,4.9268,2.2209,81.18,16830330.34
300274.SZ,20241119,17.9693,5.1635,2.3276,85.08,17638882.7954
300274.SZ,20241120,17.5595,5.0457,2.2745,83.14,17236679.7791
300274.SZ,20241121,17.3631,4.9893,2.2491,82.21,17043871.1167
300274.SZ,20241122,16.9597,4.8734,2.1968,80.3,16647887.7347
300274.SZ,20241125,17.2132,4.9462,2.2296,81.5,16896673.1056
300274.SZ,20241126,16.9154,4.8606,2.1911,80.09,16604350.2948
300274.SZ,20241127,17.2554,4.9583,2.2351,81.7,16938137.3341
300274.SZ,20241128,16.9639,4.8746,2.1974,80.32,16652034.1576
300274.SZ,20241129,17.1667,4.9328,2.2236,81.28,16851062.4543
300274.SZ,20241202,17.2829,4.9662,2.2387,81.83,16965089.0826
300274.SZ,20241203,17.5532,5.0439,2.2737,83.11,17230460.1449
300274.SZ,20241204,16.8773,4.8497,2.1861,79.91,16567032.4892
300274.SZ,20241205,16.664,4.7884,2.1585,78.9,16357638.1354
300274.SZ,20241206,17.0421,4.897,2.2075,80.69,16728742.9803
300274.SZ,20241209,16.6366,4.7805,2.155,78.77,16330686.3868
300274.SZ,20241210,16.5817,4.7647,2.1478,78.51,16276782.8898
300274.SZ,20241211,16.6577,4.7866,2.1577,78.87,16351418.5011
300274.SZ,20241212,16.7063,4.8005,2.164,79.1,16399102.3638
300274.SZ,20241213,16.1508,4.6409,2.092,76.47,15853847.7593
300274.SZ,20241216,15.9797,4.5918,2.0699,75.66,15685917.634
300274.SZ,20241217,15.8889,4.5657,2.0581,75.23,15596769.5428
300274.SZ,20241218,15.9333,4.5784,2.0639,75.44,15640306.9827
300274.SZ,20241219,15.8974,4.5681,2.0592,75.27,15605062.3884
300274.SZ,20241220,15.6481,4.4965,2.0269,74.09,15360423.4404
300274.SZ,20241223,15.8382,4.5511,2.0515,74.99,15547012.4686
300274.SZ,20241224,16.5859,4.7659,2.1484,78.53,16280929.3127
300274.SZ,20241225,16.4528,4.7277,2.1312,77.9,16150316.993
300274.SZ,20241226,16.4739,4.7338,2.1339,78.0,16171049.1072
300274.SZ,20241227,15.9839,4.593,2.0704,75.68,15690064.0568
300274.SZ,20241230,15.8593,4.5572,2.0543,75.09,15567744.5828
300274.SZ,20241231,15.5932,4.4807,2.0198,73.83,15306519.9434
300274.SZ,20250102,15.1877,4.3642,1.9673,71.91,14908463.35
300274.SZ,20250103,14.7484,4.2379,1.9104,69.83,14477235.3738
300274.SZ,20250106,15.1349,4.349,1.9604,71.66,14856633.0644
300274.SZ,20250107,15.1349,4.349,1.9604,71.66,14856633.0644
300274.SZ,20250108,15.3736,4.4176,1.9914,72.79,15090905.9553
300274.SZ,20250109,15.3377,4.4073,1.9867,72.62,15055661.3611
300274.SZ,20250110,15.0272,4.3181,1.9465,71.15,14750899.2818
300274.SZ,20250113,15.137,4.3496,1.9607,71.67,14858706.2758
300274.SZ,20250114,15.6038,4.4837,2.0212,73.88,15316886.0005
300274.SZ,20250115,15.4707,4.4455,2.0039,73.25,15186273.6808
300274.SZ,20250116,15.6671,4.5019,2.0294,74.18,15379082.3432
300274.SZ,20250117,15.8509,4.5547,2.0532,75.05,15559451.7371
300274.SZ,20250120,16.3409,4.6955,2.1167,77.37,16040436.7875
300274.SZ,20250121,16.0367,4.6082,2.0773,75.93,15741894.3424
300274.SZ,20250122,15.5552,4.4698,2.0149,73.65,15269202.1378
300274.SZ,20250123,15.6481,4.4965,2.0269,74.09,15360423.4404
300274.SZ,20250124,15.6587,4.4995,2.0283,74.14,15370789.4975
300274.SZ,20250127,15.2278,4.3757,1.9725,72.1,14947854.367
300274.SZ,20250205,14.9533,4.2968,1.9369,70.8,14678336.8819
300274.SZ,20250206,15.1011,4.3393,1.9561,71.5,14823461.6816
300274.SZ,20250207,15.7136,4.5153,2.0354,74.4,15424692.9946
300274.SZ,20250210,15.2342,4.3775,1.9733,72.13,14954074.0013
300274.SZ,20250211,14.9554,4.2974,1.9372,70.81,14680410.0933
300274.SZ,20250212,14.9596,4.2986,1.9377,70.83,14684556.5162
300274.SZ,20250213,14.778,4.2464,1.9142,69.97,14506260.3337
300274.SZ,20250214,14.7083,4.2264,1.9052,69.64,14437844.3567
300274.SZ,20250217,14.4126,4.1415,1.8669,68.24,14147594.7574
300274.SZ,20250218,14.5119,4.17,1.8797,68.71,14245035.6943
300274.SZ,20250219,14.4147,4.1421,1.8672,68.25,14149667.9688
300274.SZ,20250220,14.176,4.0735,1.8362,67.12,13915395.0779
300274.SZ,20250221,14.25,4.0947,1.8458,67.47,13987957.4777
300274.SZ,20250224,14.3767,4.1311,1.8622,68.07,14112350.1632
300274.SZ,20250225,14.1782,4.0741,1.8365,67.13,13917468.2893
300274.SZ,20250226,14.8181,4.258,1.9194,70.16,14545651.3508
300274.SZ,20250227,15.1708,4.3593,1.9651,71.83,14891877.6586
300274.SZ,20250228,14.9744,4.3029,1.9397,70.9,14699068.9962
300274.SZ,20250303,15.3271,4.4042,1.9853,72.57,15045295.304
300274.SZ,20250304,14.9216,4.2877,1.9328,70.65,14647238.7106
300274.SZ,20250305,14.4105,4.1408,1.8666,68.23,14145521.546
300274.SZ,20250306,14.5097,4.1694,1.8795,68.7,14242962.4829
300274.SZ,20250307,14.307,4.1111,1.8532,67.74,14043934.1862
300274.SZ,20250310,14.4189,4.1433,1.8677,68.27,14153814.3916
300274.SZ,20250311,14.3049,4.1105,1.8529,67.73,14041860.9748
300274.SZ,20250312,14.2626,4.0984,1.8475,67.53,14000396.7463
300274.SZ,20250313,14.2774,4.1026,1.8494,67.6,14014909.2262
300274.SZ,20250314,14.5203,4.1724,1.8808,68.75,14253328.54
300274.SZ,20250317,14.5266,4.1742,1.8817,68.78,14259548.1743
300274.SZ,20250318,14.8033,4.2537,1.9175,70.09,14531138.8708
300274.SZ,20250319,14.6956,4.2228,1.9035,69.58,14425405.0882
300274.SZ,20250320,14.4823,4.1615,1.8759,68.57,14216010.7344
300274.SZ,20250321,14.2774,4.1026,1.8494,67.6,14014909.2262
300274.SZ,20250324,14.1169,4.0565,1.8286,66.84,13857345.158
300274.SZ,20250325,15.2067,4.3696,1.9697,72.0,14927122.2528
300274.SZ,20250326,15.1898,4.3648,1.9676,71.92,14910536.5614
300274.SZ,20250327,15.1645,4.3575,1.9643,71.8,14885658.0243
300274.SZ,20250328,15.268,4.3872,1.9777,72.29,14987245.3841
300274.SZ,20250331,14.6597,4.2125,1.8989,69.41,14390160.494
300274.SZ,20250401,15.287,4.3927,1.9801,72.38,15005904.2869
300274.SZ,20250402,15.306,4.3982,1.9826,72.47,15024563.1897
300274.SZ,20250403,14.1929,4.0783,1.8384,67.2,13931980.7693
300274.SZ,20250407,11.7641,3.3804,1.5238,55.7,11547787.6317
300274.SZ,20250408,11.7662,3.381,1.5241,55.71,11549860.8431
300274.SZ,20250409,11.8612,3.4083,1.5364,56.16,11643155.3572
300274.SZ,20250410,12.1865,3.5018,1.5785,57.7,11962429.9165
300274.SZ,20250411,12.1886,3.5024,1.5788,57.71,11964503.1279
300274.SZ,20250414,12.2308,3.5145,1.5843,57.91,12005967.3564
300274.SZ,20250415,12.0999,3.4769,1.5673,57.29,11877428.2481
300274.SZ,20250416,11.8781,3.4132,1.5386,56.24,11659741.0486
300274.SZ,20250417,11.7789,3.3847,1.5257,55.77,11562300.1116
300274.SZ,20250418,11.8422,3.4029,1.5339,56.07,11624496.4544
300274.SZ,20250421,11.9732,3.4405,1.5509,56.69,11753035.5627
300274.SZ,20250422,11.8781,3.4132,1.5386,56.24,11659741.0486
300274.SZ,20250423,12.2963,3.5333,1.5928,58.22,12070236.9105
300274.SZ,20250424,11.9964,3.4472,1.5539,56.8,11775840.8883
300274.SZ,20250425,12.423,3.5698,1.6092,58.82,12194629.596
300274.SZ,20250428,10.1662,3.1824,1.5399,62.6,12978303.5142
300274.SZ,20250429,9.9551,3.1163,1.5079,61.3,12708786.0291
300274.SZ,20250430,9.8414,3.0807,1.4907,60.6,12563661.2294
300274.SZ,20250506,10.0996,3.1615,1.5298,62.19,12893301.8459
300274.SZ,20250507,10.085,3.157,1.5276,62.1,12874642.943
300274.SZ,20250508,10.3854,3.251,1.5731,63.95,13258187.0565
300274.SZ,20250509,10.1532,3.1783,1.5379,62.52,12961717.8228
300274.SZ,20250512,10.9051,3.4137,1.6518,67.15,13921614.7122
300274.SZ,20250513,11.0107,3.4467,1.6678,67.8,14056373.4547
300274.SZ,20250514,10.7297,3.3588,1.6253,66.07,13697707.8784
300274.SZ,20250515,10.4585,3.2739,1.5842,64.4,13351481.5706
300274.SZ,20250516,10.6063,3.3202,1.6066,65.31,13540143.8101
300274.SZ,20250519,10.4666,3.2764,1.5854,64.45,13361847.6277
300274.SZ,20250520,10.3384,3.2363,1.566,63.66,13198063.9252
300274.SZ,20250521,10.4309,3.2653,1.58,64.23,13316236.9764
300274.SZ,20250522,10.1516,3.1778,1.5377,62.51,12959644.6114
300274.SZ,20250523,9.8414,3.0807,1.4907,60.6,12563661.2294
300274.SZ,20250526,9.8869,3.095,1.4976,60.88,12621711.1493
300274.SZ,20250527,9.8349,3.0787,1.4897,60.56,12555368.3837
300274.SZ,20250528,9.7894,3.0644,1.4828,60.28,12497318.4639
300274.SZ,20250529,9.9129,3.1031,1.5015,61.04,12654882.5321
300274.SZ,20250530,9.8073,3.07,1.4855,60.39,12520123.7895
300274.SZ,20250603,9.7764,3.0604,1.4809,60.2,12480732.7725
300274.SZ,20250604,9.9015,3.0995,1.4998,60.97,12640370.0521
300274.SZ,20250605,9.9616,3.1183,1.5089,61.34,12717078.8748
300274.SZ,20250606,9.8739,3.0909,1.4956,60.8,12605125.4579
300274.SZ,20250609,10.2295,3.2022,1.5495,62.99,13059158.7598
300274.SZ,20250610,10.4179,3.2612,1.578,64.15,13299651.285
300274.SZ,20250611,10.4244,3.2632,1.579,64.19,13307944.1307
300274.SZ,20250612,10.426,3.2637,1.5793,64.2,13310017.3421
300274.SZ,20250613,10.1354,3.3551,1.5352,62.41,12938912.4972
300274.SZ,20250616,10.2718,3.4003,1.5559,63.25,13113062.2568
300274.SZ,20250617,10.1954,3.375,1.5443,62.78,13015621.3199
300274.SZ,20250618,10.5949,3.5072,1.6048,65.24,13525631.3302
300274.SZ,20250619,10.2279,3.3857,1.5493,62.98,13057085.5484
300274.SZ,20250620,10.1695,3.3664,1.5404,62.62,12982449.9371
300274.SZ,20250623,10.3854,3.4379,1.5731,63.95,13258187.0565
300274.SZ,20250624,10.5933,3.5067,1.6046,65.23,13523558.1188
300274.SZ,20250625,10.6826,3.5363,1.6181,65.78,13637584.7471
300274.SZ,20250626,10.4131,3.447,1.5773,64.12,13293431.6507
300274.SZ,20250627,10.6258,3.5175,1.6095,65.43,13565022.3472
300274.SZ,20250630,11.0058,3.6432,1.6671,67.77,14050153.8204
300274.SZ,20250701,11.1552,3.6927,1.6897,68.69,14240889.2715
300274.SZ,20250702,11.1162,3.6798,1.6838,68.45,14191132.1973
300274.SZ,20250703,11.3306,3.7508,1.7163,69.77,14464796.1052
300274.SZ,20250704,10.9944,3.6395,1.6654,67.7,14035641.3405
300274.SZ,20250707,10.9457,3.6234,1.658,67.4,13973444.9978
300274.SZ,20250708,11.9802,3.9658,1.8147,73.77,15294080.6748
300274.SZ,20250709,11.912,3.9432,1.8043,73.35,15207005.795
300274.SZ,20250710,12.4154,4.1099,1.8806,76.45,15849701.3365
300274.SZ,20250711,12.3683,4.0943,1.8735,76.16,15789578.2052
300274.SZ,20250714,12.279,4.0647,1.8599,75.61,15675551.5769
300274.SZ,20250715,12.2043,4.04,1.8486,75.15,15580183.8514
300274.SZ,20250716,12.1004,4.0056,1.8329,74.51,15447498.3202
300274.SZ,20250717,12.0338,3.9835,1.8228,74.1,15362496.6518
300274.SZ,20250718,11.735,3.8846,1.7775,72.26,14981025.7498
300274.SZ,20250721,11.8146,3.911,1.7896,72.75,15082613.1096
300274.SZ,20250722,12.0387,3.9852,1.8235,74.13,15368716.2861
300274.SZ,20250723,11.873,3.9303,1.7984,73.11,15157248.7209
300274.SZ,20250724,12.4041,4.1061,1.8789,76.38,15835188.8565
300274.SZ,20250725,12.3066,4.0739,1.8641,75.78,15710796.1711
300274.SZ,20250728,12.05,3.9889,1.8253,74.2,15383228.7661
300274.SZ,20250729,12.253,4.0561,1.856,75.45,15642380.1941
300274.SZ,20250730,12.1134,4.0099,1.8348,74.59,15464084.0116
300274.SZ,20250731,11.6928,3.8706,1.7711,72.0,14927122.2528
300274.SZ,20250801,12.2287,4.0481,1.8523,75.3,15611282.0227
300274.SZ,20250804,11.9818,3.9663,1.8149,73.78,15296153.8863
300274.SZ,20250805,12.2465,4.054,1.855,75.41,15634087.3484
300274.SZ,20250806,12.4885,4.1341,1.8917,76.9,15942995.8506
300274.SZ,20250807,12.1491,4.0217,1.8403,74.81,15509694.6629
300274.SZ,20250808,13.2518,4.3867,2.0073,81.6,16917405.2198
300274.SZ,20250811,13.726,4.5437,2.0791,84.52,17522782.9556
300274.SZ,20250812,14.3074,4.7362,2.1672,88.1,18264992.6454
300274.SZ,20250813,14.4584,4.7862,2.1901,89.03,18457801.3079
300274.SZ,20250814,14.283,4.7281,2.1635,87.95,18233894.4741
300274.SZ,20250815,15.311,5.0684,2.3192,94.28,19546237.3055
300274.SZ,20250818,15.4897,5.1275,2.3463,95.38,19774290.5621
300274.SZ,20250819,15.6667,5.1861,2.3731,96.47,20000270.6073
300274.SZ,20250820,15.4734,5.1222,2.3438,95.28,19753558.4479
300274.SZ,20250821,15.0203,4.9722,2.2752,92.49,19175132.4606
300274.SZ,20250822,15.8924,5.2609,2.4073,97.86,20288446.9953
300274.SZ,20250825,16.6622,5.5157,2.5239,102.6,21271149.2102
300274.SZ,20250826,14.5616,4.7282,2.2255,97.01,20112224.0242
300274.SZ,20250827,14.2764,4.6356,2.1819,95.11,19718313.8537
300274.SZ,20250828,14.9444,4.8525,2.284,99.56,20640892.9373
300274.SZ,20250829,14.9909,4.8676,2.2911,99.87,20705162.4915
300274.SZ,20250901,14.8904,4.835,2.2758,99.2,20566257.3261
300274.SZ,20250902,14.9579,4.8569,2.2861,99.65,20659551.8402
300274.SZ,20250903,17.247,5.6002,2.636,114.9,23821199.2618
300274.SZ,20250904,17.4121,5.6538,2.6612,116.0,24049252.5184
300274.SZ,20250905,20.3151,6.5964,3.1049,135.34,28058843.4124
300274.SZ,20250908,20.5613,6.6764,3.1425,136.98,28398850.086
300274.SZ,20250909,19.4956,6.3303,2.9796,129.88,26926869.9749
300274.SZ,20250910,19.2584,6.2533,2.9434,128.3,26599302.5699
300274.SZ,20250911,20.6154,6.6939,3.1508,137.34,28473485.6972
300274.SZ,20250912,20.102,6.5272,3.0723,133.92,27764447.3902
300274.SZ,20250915,20.5148,6.6613,3.1354,136.67,28334580.5318
300274.SZ,20250916,21.0612,6.8387,3.2189,140.31,29089229.4901
300274.SZ,20250917,21.1632,6.8718,3.2345,140.99,29230207.867
300274.SZ,20250918,21.3974,6.9478,3.2703,142.55,29553628.8491
300274.SZ,20250919,20.5943,6.6871,3.1475,137.2,28444460.7373
300274.SZ,20250922,20.5988,6.6886,3.1482,137.23,28450680.3716
300274.SZ,20250923,21.546,6.9961,3.293,143.54,29758876.7801
300274.SZ,20250924,23.1461,7.5157,3.5375,154.2,31968920.1581
300274.SZ,20250925,23.9927,7.7906,3.6669,159.84,33138211.4012
300274.SZ,20250926,23.6415,7.6765,3.6133,157.5,32653079.928
300274.SZ,20250929,24.7672,8.0421,3.7853,165.0,34207988.496
300274.SZ,20250930,24.3139,7.8949,3.716,161.98,33581878.646
300274.SZ,20251009,23.8501,7.7443,3.6451,158.89,32941256.3159
300274.SZ,20251010,21.9933,7.1413,3.3614,146.52,30376693.7844
300274.SZ,20251013,21.1978,6.883,3.2398,141.22,29277891.7297
300274.SZ,20251014,20.9831,6.8133,3.207,139.79,28981422.4961
300274.SZ,20251015,22.7258,7.3792,3.4733,151.4,31388420.9594
300274.SZ,20251016,24.467,7.9446,3.7394,163.0,33793346.2112
300274.SZ,20251017,21.7967,7.0775,3.3313,145.21,30105103.0879
300274.SZ,20251020,22.31,7.5923,3.4098,148.63,30814141.3949
300274.SZ,20251021,22.9345,7.8048,3.5052,152.79,31676597.3473
300274.SZ,20251022,22.4136,7.6275,3.4256,149.32,30957192.9832
300274.SZ,20251023,23.044,7.8421,3.5219,153.52,31827941.7812
300274.SZ,20251024,24.7672,8.4285,3.7853,165.0,34207988.496
300274.SZ,20251027,25.06,8.5281,3.83,166.95,34612264.7237
300274.SZ,20251028,24.8993,8.4734,3.8055,165.88,34390431.1013
300274.SZ,20251029,25.9173,9.2293,4.2094,191.49,39699925.5582
300274.SZ,20251030,26.349,9.3831,4.2795,194.68,40361280.0024
300274.SZ,20251031,25.6885,9.1479,4.1722,189.8,39349552.8275
300274.SZ,20251103,26.9973,9.614,4.3848,199.47,41354348.2745
300274.SZ,20251104,25.3353,9.0221,4.1149,187.19,38808444.6459
300274.SZ,20251105,27.1367,9.6636,4.4074,200.5,41567889.0512
300274.SZ,20251106,27.7999,9.8998,4.5152,205.4,42583762.649
300274.SZ,20251107,27.2044,9.6877,4.4184,201.0,41671549.6224
300274.SZ,20251110,26.257,9.3503,4.2646,194.0,40220301.6256
300274.SZ,20251111,26.1216,9.3021,4.2426,193.0,40012980.4832
300274.SZ,20251112,25.3948,9.0433,4.1245,187.63,38899665.9485
300274.SZ,20251113,25.7846,9.1821,4.1878,190.51,39496750.8386
300274.SZ,20251114,25.0389,8.9165,4.0667,185.0,38354411.344
300274.SZ,20251117,24.8751,8.8582,4.0401,183.79,38103552.7617
300274.SZ,20251118,23.6881,8.4355,3.8473,175.02,36285346.3428
300274.SZ,20251119,23.8884,8.5069,3.8799,176.5,36592181.6336
300274.SZ,20251120,24.0048,8.5483,3.8988,177.36,36770477.8161
300274.SZ,20251121,22.7231,8.0919,3.6906,167.89,34807146.5975
300274.SZ,20251124,22.6595,8.0692,3.6803,167.42,34709705.6606
300274.SZ,20251125,23.7815,8.4688,3.8625,175.71,36428397.9311
300274.SZ,20251126,24.7046,8.7975,4.0124,182.53,37842328.1223
300274.SZ,20251127,24.488,8.7204,3.9773,180.93,37510614.2944
300274.SZ,20251128,24.7546,8.8153,4.0206,182.9,37919036.945
300274.SZ,20251201,24.3026,8.6543,3.9471,179.56,37226584.3293
300274.SZ,20251202,24.1862,8.6129,3.9282,178.7,37048288.1469
300274.SZ,20251203,23.9737,8.5372,3.8937,177.13,36722793.9533
300274.SZ,20251204,24.0305,8.5575,3.903,177.55,36809868.8331
300274.SZ,20251205,24.6328,8.7719,4.0008,182.0,37732447.9168
300274.SZ,20251208,24.9414,8.8818,4.0509,184.28,38205140.1215
300274.SZ,20251209,25.1742,8.9647,4.0887,186.0,38561732.4864
300274.SZ,20251210,24.1036,8.5835,3.9148,178.09,36921822.25
300274.SZ,20251211,23.5568,8.3888,3.826,174.05,36084244.8347
300274.SZ,20251212,23.6827,8.4336,3.8465,174.98,36277053.4972
300274.SZ,20251215,23.0358,8.2032,3.7414,170.2,35286058.4365
300274.SZ,20251216,22.1926,7.9029,3.6044,163.97,33994447.7193
300274.SZ,20251217,22.941,8.1695,3.726,169.5,35140933.6368
300274.SZ,20251218,21.8325,7.7747,3.546,161.31,33442973.4805
